i,joint_names,positions
58,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02185101993381977, -0.859372079372406, 1.8506598472595215, -0.08612038195133209, -1.340232253074646, 2.2903435230255127, 0.04827986657619476, -1.4420150518417358, 2.238457679748535, -0.012809946201741695, -0.8892889618873596, 1.848976969718933]"
59,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.019567744806408882, -0.8675808906555176, 1.850457787513733, -0.08152611553668976, -1.3348218202590942, 2.3018651008605957, 0.045714691281318665, -1.433066725730896, 2.254770278930664, -0.011472984217107296, -0.8942175507545471, 1.848625659942627]"
60,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017286019399762154, -0.8757303953170776, 1.8501347303390503, -0.07613392174243927, -1.3267529010772705, 2.3116443157196045, 0.04270489513874054, -1.4204537868499756, 2.2697157859802246, -0.010136648081243038, -0.899122416973114, 1.8482288122177124]"
61,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.015005961991846561, -0.8838193416595459, 1.8496909141540527, -0.07004912197589874, -1.316380262374878, 2.319936752319336, 0.03930796682834625, -1.404520034790039, 2.2833850383758545, -0.008800848387181759, -0.9040034413337708, 1.847786784172058]"
62,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.01318307314068079, -0.8902460336685181, 1.8492488861083984, -0.06475414335727692, -1.3066585063934326, 2.325654983520508, 0.03635068237781525, -1.3896214962005615, 2.2934489250183105, -0.007732792757451534, -0.9078908562660217, 1.847400426864624]"
63,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.010905996896326542, -0.8982226848602295, 1.8485873937606812, -0.05768744647502899, -1.2930042743682861, 2.331827163696289, 0.032401636242866516, -1.3686041831970215, 2.3049821853637695, -0.0063980957493186, -0.9127280712127686, 1.846876859664917]"
64,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.009085581637918949, -0.904558002948761, 1.8479713201522827, -0.051734283566474915, -1.2810676097869873, 2.336090564727783, 0.029072092846035957, -1.3500864505767822, 2.3133933544158936, -0.005330814979970455, -0.916580080986023, 1.8464252948760986]"
65,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.006811604835093021, -0.91241854429245, 1.8470925092697144, -0.04398752748966217, -1.2651004791259766, 2.340689182281494, 0.024735646322369576, -1.3250699043273926, 2.3229024410247803, -0.0039971014484763145, -0.9213727116584778, 1.8458199501037598]"
66,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.006811604835093021, -0.91241854429245, 1.8470925092697144, -0.04398752748966217, -1.2651004791259766, 2.340689182281494, 0.024735646322369576, -1.3250699043273926, 2.3229024410247803, -0.0039971014484763145, -0.9213727116584778, 1.8458199501037598]"
67,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0049935439601540565, -0.9186593890190125, 1.8463026285171509, -0.03759036958217621, -1.2516283988952637, 2.343843698501587, 0.021150635555386543, -1.3037357330322266, 2.329704761505127, -0.002930714748799801, -0.9251886010169983, 1.8453032970428467]"
68,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.003176824189722538, -0.9248571395874023, 1.845435619354248, -0.031048430129885674, -1.2376344203948975, 2.3465638160705566, 0.01748065836727619, -1.2813612222671509, 2.335777759552002, -0.0018646855605766177, -0.9289882779121399, 1.8447574377059937]"
69,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0009073177934624255, -0.9325430393218994, 1.8442432880401611, -0.02270464412868023, -1.2195135354995728, 2.349362373352051, 0.012793556787073612, -1.2520897388458252, 2.342303991317749, -0.0005325814126990736, -0.9337146282196045, 1.8440344333648682]"
70,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.0009070177911780775, -0.9386418461799622, 1.8432027101516724, -0.01592095009982586, -1.2045743465423584, 2.3511006832122803, 0.008977369405329227, -1.2277355194091797, 2.3466219902038574, 0.0005325237871147692, -0.937477171421051, 1.8434234857559204]"
71,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.003173275850713253, -0.9462020397186279, 1.8417935371398926, -0.0073335906490683556, -1.1854010820388794, 2.352583408355713, 0.0041390517726540565, -1.1962401866912842, 2.3507933616638184, 0.0018634061561897397, -0.9421567320823669, 1.8426190614700317]"
72,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.005437775515019894, -0.953690767288208, 1.840264081954956, 0.001344666932709515, -1.1657072305679321, 2.3531811237335205, -0.0007596453069709241, -1.1636911630630493, 2.353458881378174, 0.0031937221065163612, -0.9468100666999817, 1.8417696952819824]"
73,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.007700338028371334, -0.9611068367958069, 1.8386144638061523, 0.01008023414760828, -1.1455148458480835, 2.352721691131592, -0.005700721405446529, -1.130211353302002, 2.354426860809326, 0.004523382522165775, -0.9514365196228027, 1.8408747911453247]"
74,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.009509219788014889, -0.9669867753982544, 1.8372082710266113, 0.017082201316952705, -1.1290158033370972, 2.3514490127563477, -0.009668453596532345, -1.1028515100479126, 2.353827476501465, 0.005586669780313969, -0.9551182389259338, 1.840126395225525]"
75,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.009509219788014889, -0.9669867753982544, 1.8372082710266113, 0.017082201316952705, -1.1290158033370972, 2.3514490127563477, -0.009668453596532345, -1.1028515100479126, 2.353827476501465, 0.005586669780313969, -0.9551182389259338, 1.840126395225525]"
76,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.011768504045903683, -0.974269449710846, 1.835342526435852, 0.025804953649640083, -1.1079862117767334, 2.3485169410705566, -0.014621301554143429, -1.068079948425293, 2.3511500358581543, 0.006915287114679813, -0.9596961140632629, 1.839150309562683]"
77,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.014025880955159664, -0.9814762473106384, 1.8333568572998047, 0.034426942467689514, -1.0865552425384521, 2.343834638595581, -0.019527895376086235, -1.0328854322433472, 2.346081018447876, 0.008243129588663578, -0.9642465710639954, 1.8381292819976807]"
78,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.015830500051379204, -0.9871865510940552, 1.8316820859909058, 0.041189149022102356, -1.0691770315170288, 2.338630199432373, -0.023384137079119682, -1.0046178102493286, 2.3401219844818115, 0.009305045939981937, -0.9678669571876526, 1.8372797966003418]"
79,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.017633749172091484, -0.9928471446037292, 1.8299307823181152, 0.04776771366596222, -1.0516551733016968, 2.3319590091705322, -0.027141911908984184, -0.9764440655708313, 2.3323264122009277, 0.010366574861109257, -0.971469521522522, 1.836401343345642]"
80,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.01988626830279827, -0.9998520612716675, 1.8276337385177612, 0.05562521517276764, -1.0296671390533447, 2.321319103240967, -0.031639084219932556, -0.9416740536689758, 2.319812297821045, 0.011692688800394535, -0.975947380065918, 1.8352630138397217]"
81,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02213682048022747, -1.0067776441574097, 1.8252177238464355, 0.06293292343616486, -1.0077483654022217, 2.3078432083129883, -0.03582929074764252, -0.9078174829483032, 2.3040270805358887, 0.013018236495554447, -0.9803970456123352, 1.834079623222351]"
82,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02438528649508953, -1.013622522354126, 1.8226820230484009, 0.06952328979969025, -0.9860933423042297, 2.291247844696045, -0.03961406648159027, -0.8753426671028137, 2.2848057746887207, 0.014343277551233768, -0.9848179817199707, 1.8328511714935303]"
83,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02438528649508953, -1.013622522354126, 1.8226820230484009, 0.06952328979969025, -0.9860933423042297, 2.291247844696045, -0.03961406648159027, -0.8753426671028137, 2.2848057746887207, 0.014343277551233768, -0.9848179817199707, 1.8328511714935303]"
84,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02663181535899639, -1.020385980606079, 1.8200273513793945, 0.07522626221179962, -0.9648990631103516, 2.2712738513946533, -0.042892441153526306, -0.8447093963623047, 2.262033462524414, 0.015667574480175972, -0.9892101287841797, 1.8315776586532593]"
85,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02887640707194805, -1.0270668268203735, 1.817253589630127, 0.07988239824771881, -0.9443434476852417, 2.247692346572876, -0.04556979238986969, -0.8163324594497681, 2.2356441020965576, 0.01699109561741352, -0.9935732483863831, 1.8302594423294067]"
86,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03111882321536541, -1.0336642265319824, 1.8143610954284668, 0.08335794508457184, -0.9245655536651611, 2.2203142642974854, -0.04756627976894379, -0.790546715259552, 2.2056198120117188, 0.01831411011517048, -0.9979069232940674, 1.8288960456848145]"
87,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.032911524176597595, -1.0388811826705933, 1.8119614124298096, 0.08522404730319977, -0.9093613624572754, 2.195585012435913, -0.04863502085208893, -0.7719400525093079, 2.179003953933716, 0.01937197335064411, -1.0013526678085327, 1.8277732133865356]"
88,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03470279276371002, -1.0440438985824585, 1.809485912322998, 0.08624984323978424, -0.8947233557701111, 2.168302297592163, -0.049217477440834045, -0.7551966309547424, 2.1501243114471436, 0.02042950876057148, -1.00477933883667, 1.8266215324401855]"
89,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03693993389606476, -1.0504200458526611, 1.8062849044799805, 0.08635272085666656, -0.8772039413452148, 2.1306264400482178, -0.0492638498544693, -0.7368901371955872, 2.110959529876709, 0.021750735118985176, -1.0090357065200806, 1.8251416683197021]"
90,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03693993389606476, -1.0504200458526611, 1.8062849044799805, 0.08635272085666656, -0.8772039413452148, 2.1306264400482178, -0.0492638498544693, -0.7368901371955872, 2.110959529876709, 0.021750735118985176, -1.0090357065200806, 1.8251416683197021]"
