i,joint_names,positions,pulse_position
39,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.052592918276786804, -0.744274377822876, 1.8417081832885742, -0.06398637592792511, -1.1069762706756592, 1.8946014642715454, 0.035996630787849426, -1.182588815689087, 1.849811315536499, -0.030778421089053154, -0.8211073279380798, 1.849305272102356]","[1589.415306597948, 1499.4068625498364, 300.5573851078388, 1469.5413897931576, 555.2864546135212, 2058.7482583613364, 1688.6745081841946, 2191.0703828933642, 338.6943816791285, 1521.6778788901865, 471.67771231363787, 1869.670404432175]"
40,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.049662306904792786, -0.7504447102546692, 1.8421224355697632, -0.06498344242572784, -1.1239427328109741, 1.9131500720977783, 0.03657577931880951, -1.199896216392517, 1.8671165704727173, -0.029052240774035454, -0.822936475276947, 1.8487927913665771]","[1584.990083426237, 1511.8375454647953, 300.6249889679611, 1467.9759953916073, 563.7972482556497, 2078.9039031116517, 1689.6185202896595, 2223.137093302812, 341.86291707038396, 1524.3879819847643, 472.72844953510196, 1869.1522800970629]"
41,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.048322781920433044, -0.7557357549667358, 1.8429440259933472, -0.06780607998371124, -1.1410361528396606, 1.9352226257324219, 0.03815604746341705, -1.2196904420852661, 1.8867734670639038, -0.028270704671740532, -0.8260977864265442, 1.8489580154418945]","[1582.967400699854, 1522.496825144068, 300.7590683360079, 1463.5444544255733, 572.3717270917278, 2102.8888055884277, 1692.1943573653698, 2259.811329598897, 345.4620303317014, 1525.6149936653674, 474.54443626450797, 1869.319323671956]"
42,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04798834025859833, -0.7619964480400085, 1.8444198369979858, -0.07363872230052948, -1.1636580228805542, 1.9682049751281738, 0.04139547049999237, -1.248532772064209, 1.915198802947998, -0.028090370818972588, -0.8315227627754211, 1.8497737646102905]","[1582.4623937904835, 1535.1095475997877, 300.9999131671774, 1454.3872059881687, 583.7194120823631, 2138.728720027255, 1697.4746169149876, 2313.249662645938, 350.66661605372815, 1525.898117814213, 477.6607650884383, 1870.1440561272182]"
43,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04660804569721222, -0.7672794461250305, 1.845139503479004, -0.07643570005893707, -1.1815333366394043, 1.9927401542663574, 0.042957231402397156, -1.2690870761871338, 1.9375483989715576, -0.027284367009997368, -0.8346317410469055, 1.8498787879943848]","[1580.3781490027905, 1545.7526166339399, 301.1173590674819, 1449.9959509074688, 592.6861079955445, 2165.3896079616684, 1700.0202871859074, 2351.3321528633696, 354.758753744962, 1527.1635437943041, 479.44668966715204, 1870.2502360619085]"
44,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04568807780742645, -0.7707924246788025, 1.845595121383667, -0.07825370132923126, -1.1933636665344238, 2.0091755390167236, 0.04397161304950714, -1.2826560735702515, 1.9526097774505615, -0.02674718014895916, -0.8367006182670593, 1.8499400615692139]","[1578.988997489214, 1552.8298240569927, 301.1917135864423, 1447.141688913107, 598.6204917021655, 2183.2489416360063, 1701.6737292706966, 2376.4724449896594, 357.5164427202303, 1528.0069271661341, 480.6351375606941, 1870.3121844006496]"
45,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.042969658970832825, -0.7767465114593506, 1.8458033800125122, -0.07855550944805145, -1.2119090557098389, 2.032158851623535, 0.04416225850582123, -1.300819993019104, 1.9753527641296387, -0.02514605037868023, -0.838671088218689, 1.8494532108306885]","[1574.8841850459576, 1564.824860894195, 301.2257003328117, 1446.6678501665592, 607.9233138831312, 2208.2235105323944, 1701.9844813644886, 2410.126091475781, 361.6806089495696, 1530.520700905472, 481.767056284768, 1869.819972308396]"
46,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04163254797458649, -0.7819593548774719, 1.8464112281799316, -0.08098302781581879, -1.2287850379943848, 2.0560691356658936, 0.04551546275615692, -1.3200069665908813, 1.9975738525390625, -0.024365318939089775, -0.8417960405349731, 1.849535584449768]","[1572.8651474416256, 1575.326597118667, 301.3248980544703, 1442.8566463291645, 616.3887206123886, 2234.2053629469638, 1704.1902042925358, 2445.6752265367127, 365.7492173183557, 1531.746449265629, 483.5621570097067, 1869.903253051723]"
47,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04163254797458649, -0.7819593548774719, 1.8464112281799316, -0.08098302781581879, -1.2287850379943848, 2.0560691356658936, 0.04551546275615692, -1.3200069665908813, 1.9975738525390625, -0.024365318939089775, -0.8417960405349731, 1.849535584449768]","[1572.8651474416256, 1575.326597118667, 301.3248980544703, 1442.8566463291645, 616.3887206123886, 2234.2053629469638, 1704.1902042925358, 2445.6752265367127, 365.7492173183557, 1531.746449265629, 483.5621570097067, 1869.903253051723]"
48,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04109172523021698, -0.7882483005523682, 1.8475837707519531, -0.08646108210086823, -1.2488704919815063, 2.088283061981201, 0.04854215681552887, -1.346016764640808, 2.0260565280914307, -0.024062199518084526, -0.8469946384429932, 1.8501360416412354]","[1572.0485050976276, 1587.9962369505874, 301.5162510237258, 1434.256101101637, 626.4640770850294, 2269.210278728616, 1709.123715609312, 2493.865516700268, 370.9643017454821, 1532.2223467566073, 486.54844477631434, 1870.5103226669728]"
49,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]","[1569.2747022211552, 1601.957084686069, 301.6240475673049, 1430.0192518532276, 636.2533584704828, 2300.631669401347, 1711.5662552416325, 2534.8864338577227, 375.9702851438056, 1533.9075694419444, 488.90044855479556, 1870.538404306908]"
50,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03741873800754547, -0.8020768165588379, 1.8488271236419678, -0.09141306579113007, -1.2859026193618774, 2.144083261489868, 0.05128960311412811, -1.3879330158233643, 2.079181671142578, -0.021915925666689873, -0.8551698327064514, 1.8501622676849365]","[1566.5022943913937, 1615.8550111027125, 301.7191598758338, 1426.4814867079258, 645.0403006813052, 2329.8449640284357, 1713.6020530760288, 2571.526877360526, 380.69134110684803, 1535.591996703297, 491.24461152176366, 1870.5368375201306]"
51,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03512512147426605, -0.8106556534767151, 1.849447250366211, -0.0935005396604538, -1.3046830892562866, 2.1746487617492676, 0.052442893385887146, -1.408962368965149, 2.1091134548187256, -0.02057514898478985, -0.8602516651153564, 1.8501198291778564]","[1563.0389334261417, 1633.1378402993696, 301.82036139536075, 1423.2041527330875, 654.4610451181098, 2363.0586354055854, 1715.481916218996, 2610.4895262787986, 386.17175247615893, 1537.69701609388, 494.16382439861474, 1870.493931666839]"
52,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03283281624317169, -0.8191837072372437, 1.8499464988708496, -0.09467442333698273, -1.3197658061981201, 2.2018024921417236, 0.053086116909980774, -1.4255926609039307, 2.1365208625793457, -0.019234968349337578, -0.8653116226196289, 1.8500316143035889]","[1559.5775525271893, 1650.3183623134885, 301.90183620577574, 1421.3611553609371, 662.0269059576183, 2392.5649438338733, 1716.5303705632687, 2641.301706846144, 391.1899588991306, 1539.80109969154, 497.07047143343385, 1870.4047453425817]"
53,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.030542002990841866, -0.8276597261428833, 1.8503247499465942, -0.09485329687595367, -1.331028938293457, 2.2256529331207275, 0.05317510664463043, -1.4376437664031982, 2.161545753479004, -0.01789538376033306, -0.8703497648239136, 1.8498982191085815]","[1556.1184245161712, 1667.3940554891612, 301.9635648527306, 1421.0803239047527, 667.6767693329605, 2418.4817684287245, 1716.6754238307476, 2663.6296876204106, 395.7719343031405, 1541.904247496277, 499.9645868655725, 1870.269881157657]"
54,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.028710441663861275, -0.834402322769165, 1.8505405187606812, -0.09424851834774017, -1.3372852802276611, 2.24249005317688, 0.05283014476299286, -1.4439475536346436, 2.1799821853637695, -0.01682404987514019, -0.8743640780448914, 1.849758505821228]","[1553.3527669124305, 1680.9776154693197, 301.99877722303887, 1422.029826194048, 670.8151039328284, 2436.7776434426037, 1716.1131359636784, 2675.3091837560414, 399.14758448169346, 1543.58624169603, 502.2705729555225, 1870.1286293035628]"
55,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.026422427967190742, -0.8427814841270447, 1.8507012128829956, -0.09254799783229828, -1.341745138168335, 2.2609496116638184, 0.051874175667762756, -1.4476964473724365, 2.2012271881103516, -0.015485449694097042, -0.8793619871139526, 1.8495434522628784]","[1549.897866230458, 1697.8581805092829, 302.02500168446187, 1424.6996434032917, 673.0522780887343, 2456.8365236882787, 1714.5549063384533, 2682.255038417035, 403.0374747686593, 1545.6878439802676, 505.14157682534085, 1869.9112075076703]"
56,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.026422427967190742, -0.8427814841270447, 1.8507012128829956, -0.09254799783229828, -1.341745138168335, 2.2609496116638184, 0.051874175667762756, -1.4476964473724365, 2.2012271881103516, -0.015485449694097042, -0.8793619871139526, 1.8495434522628784]","[1549.897866230458, 1697.8581805092829, 302.02500168446187, 1424.6996434032917, 673.0522780887343, 2456.8365236882787, 1714.5549063384533, 2682.255038417035, 403.0374747686593, 1545.6878439802676, 505.14157682534085, 1869.9112075076703]"
57,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.024135993793606758, -0.8511052131652832, 1.8507410287857056, -0.08982081711292267, -1.3426426649093628, 2.2768020629882812, 0.0503474622964859, -1.4469819068908691, 2.2206592559814453, -0.014147325418889523, -0.8843368887901306, 1.8492828607559204]","[1546.4453506283462, 1714.6270722161937, 302.0314994367729, 1428.9813171327114, 673.5024995208902, 2474.062419039069, 1712.066363543272, 2680.9311560449287, 406.59542262910804, 1547.7886990923434, 507.99936430544705, 1869.6477462849311]"
58,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02185101993381977, -0.859372079372406, 1.8506598472595215, -0.08612038195133209, -1.340232253074646, 2.2903435230255127, 0.04827986657619476, -1.4420150518417358, 2.238457679748535, -0.012809946201741695, -0.8892889618873596, 1.848976969718933]","[1542.9950401000679, 1731.2814086975861, 302.0182510256237, 1434.7910003364086, 672.2933778104118, 2488.777100618838, 1708.6961825191975, 2671.72869374366, 409.85425561495197, 1549.8883844632655, 510.8440381138959, 1869.3384866794654]"
59,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.019567744806408882, -0.8675808906555176, 1.850457787513733, -0.08152611553668976, -1.3348218202590942, 2.3018651008605957, 0.045714691281318665, -1.433066725730896, 2.254770278930664, -0.011472984217107296, -0.8942175507545471, 1.848625659942627]","[1539.5472946576774, 1747.8187883764056, 301.98527590536264, 1442.003998607397, 669.5793719769907, 2501.296898976891, 1704.5149467885494, 2655.149463450071, 412.8410389950548, 1551.9874147791415, 513.67522161782, 1868.983308169213]"
60,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017286019399762154, -0.8757303953170776, 1.8501347303390503, -0.07613392174243927, -1.3267529010772705, 2.3116443157196045, 0.04270489513874054, -1.4204537868499756, 2.2697157859802246, -0.010136648081243038, -0.899122416973114, 1.8482288122177124]","[1536.1018892936409, 1764.2366895967443, 301.9325546216414, 1450.4697428643703, 665.531804162097, 2511.923377388733, 1699.608979076147, 2631.780532121961, 415.5775122918266, 1554.0854625124484, 516.4927778598129, 1868.582090232114]"
61,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.015005961991846561, -0.8838193416595459, 1.8496909141540527, -0.07004912197589874, -1.316380262374878, 2.319936752319336, 0.03930796682834625, -1.404520034790039, 2.2833850383758545, -0.008800848387181759, -0.9040034413337708, 1.847786784172058]","[1532.6590026076883, 1780.5325907026947, 301.86012608315644, 1460.022878497839, 660.3286341189641, 2520.9342642318047, 1694.0719859302044, 2602.2588828693, 418.0803075495208, 1556.1826680321246, 519.2966383611715, 1868.1351944343483]"
62,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.01318307314068079, -0.8902460336685181, 1.8492488861083984, -0.06475414335727692, -1.3066585063934326, 2.325654983520508, 0.03635068237781525, -1.3896214962005615, 2.2934489250183105, -0.007732792757451534, -0.9078908562660217, 1.847400426864624]","[1529.906440442428, 1793.4797327633075, 301.787989359895, 1468.3359949290752, 655.4519628166429, 2527.1479185270878, 1689.2516122758389, 2574.655250720304, 419.9229721688941, 1557.859515370801, 521.5297288715954, 1867.7445824385125]"
